URL,embedded_domain_in_path,ip_address,dictionary_word,targeted_brand,ext url,Phishing,Subdomains,Prefix-Suffix,Anchor Tag,Tags,Forms,SSL Expiry Date,SSL Cert Check,Alexa Ranking,URL Length,URL Shortened,Redirects User,URL has @ Symbol,URL has HTTPS,URL Small,URL Medium,URL Large,Small Domain,Large Domain,ORG Domain,COM Domain,Has PHP Pages,Is Palindrome,Numbers in Domain,X Domain,Vowels in URL,Deal in URL,Download in URL,Free in URL,BJKT in URL,URL is Happy,Just Why,Rar or Zip in URL,Large number of Subdomains,Small number of Subdomains
https://customer.xfinity.com/#/billing,1,-1,-1,-1,-1,no,3,1,300,100,1,133,0,278,38,-1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,0,-1,1,8,-1,-1,-1,-1,-1,1,-1,-1,-1
https://doc-0g-3k-docs.googleusercontent.com/docs/securesc/kumn1m6dungjar1r06h634l1i8hrpmuo/02q0u6hrk6sjfth3gf0nvns8o1opdrnv/1504346400000/17293357445702437972/17293357445702437972/0b6vksvkknm_8zmi5cdf4cunxdk0?e=download,1,-1,-1,1,-1,no,3,-1,150,N-N,0,69,0,80,220,1,1,1,1,-1,-1,1,-1,1,-1,1,-1,0,1,-1,29,-1,1,-1,-1,1,1,-1,-1,-1
https://info5188fb900177e.000webhostapp.com/payment-update-0.html?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,-1,-1,1,-1,-1,yes,3,1,300,N-N,0,253,0,3664,133,-1,1,1,1,-1,-1,1,-1,1,-1,1,-1,0,1,-1,31,-1,-1,-1,-1,1,1,-1,-1,-1
http://www.hbrumenterprises.ca/log/doc/td%20fud/234c59b12081201f68dea1f6044a68ba/confirm.html,1,-1,1,-1,-1,yes,3,1,300,N-N,0,84,0,538000,93,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,15,-1,-1,-1,-1,1,1,-1,-1,-1
https://www.upwork.com/ab/feed/topics/rss?securitytoken=b664a5c73cf898d4a27ede4fefb73f5c3d4c60c1c73e174ff71bb186d2beaf0e1d8f7fca25bfe8f30b90469c6a45cdfa7cf42f9e3de9314ff342a36326c9633b&useruid=689884142989217792&orguid=689884142997606401,1,-1,-1,1,-1,no,3,1,150,N-N,0,254,0,476,237,-1,1,1,1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,36,-1,-1,-1,-1,1,1,-1,-1,-1
http://www.exalto-emirates.com/%20/img/dropbox%20sign/dropbox/ccc323f133a254af15bdec2192d7b9fa/,1,-1,-1,1,-1,yes,3,-1,300,N-N,0,44,0,1633529,95,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,18,-1,-1,-1,-1,-1,1,-1,-1,-1
http://fearlesssecurity.com/,-1,-1,-1,-1,-1,no,2,1,150,N-N,0,253,-1,7500,28,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,0,-1,-1,7,-1,-1,-1,-1,-1,1,-1,-1,1
http://www.manaveeyamnews.com/gatt/gd/pi/e3f1d8621cd75195f55b18d3f7f66ad4/,1,-1,-1,1,-1,yes,3,1,300,N-N,0,69,-1,538000,74,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,11,-1,-1,-1,-1,1,1,-1,-1,-1
https://foursquare.com/email_unsubscribe?messagetype=swarm_keep_in_the_know&ref=eo-blast_2017_mktg_wk23_swlapsed_iphone-593708880fe7a03b8e88468c&ts=1496779552530&userid=85455436&sig=klt%2bkhvtrq6gpiq%2bbnm9dckpqx8%3d,0,-1,-1,1,-1,no,2,1,200,100,1,688,0,2232,216,-1,1,1,1,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,40,-1,-1,-1,-1,-1,1,-1,-1,1
http://www.adrianofreschi.com/wp-admin/network/update/cn/ug/0a11740b7368208c2e87e808b3b37957/,1,-1,1,-1,-1,yes,3,1,300,N-N,0,39,0,538000,93,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,18,-1,-1,-1,-1,-1,1,-1,-1,-1
http://www.idolhairsalon.com/google/free/free2017cadeau/abonne/61e801b75c28aaa148e8953b14eea4f6/,1,-1,-1,1,-1,yes,3,1,300,N-N,0,69,-1,538000,96,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,29,-1,-1,1,-1,1,1,-1,-1,-1
https://www.gettingpaidtopayattention.com/dl/8ac809f7440c23a2f670e5288c3769d5/billing.php?cmd=_account-details&session=fbdc7e570f05ec1569d192eb255aaad8&dispatch=e1b3c41c1c562815cf96a1b6e1f7cad82f3fea7a,1,-1,1,1,-1,yes,3,1,300,N-N,0,69,-1,538000,201,-1,1,1,1,-1,-1,1,-1,1,-1,1,1,1,-1,-1,40,-1,-1,-1,-1,-1,1,-1,-1,-1
http://charlestodd.com/wp-includes/excelnew/49fc9e55113a29906eb3d1b8d151f1a2/login.php?cmd=login_submit&id=b5ded9d063fb6f81e5ec5c9b332831c2b5ded9d063fb6f81e5ec5c9b332831c2&session=b5ded9d063fb6f81e5ec5c9b332831c2b5ded9d063fb6f81e5ec5c9b332831c2,0,-1,1,-1,-1,yes,2,1,300,N-N,0,74,0,538000,244,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,1,0,-1,-1,36,-1,-1,-1,-1,-1,1,-1,-1,1
https://app.gethappie.me/at/saleshood/product-manager.1224/,1,-1,-1,-1,-1,no,3,1,150,N-N,0,253,-1,585611,59,-1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,16,-1,-1,-1,-1,1,1,-1,-1,-1
http://www.myhealthcarepharmacy.ca/wp-includes/js/jquery/ini.php,1,-1,-1,-1,-1,yes,3,1,1,100,1,69,-1,538000,64,-1,1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,-1,-1,14,-1,-1,-1,-1,-1,1,-1,-1,-1
http://code.google.com/p/pylevenshtein/,1,-1,-1,1,-1,no,3,1,214,100,1,69,0,1,39,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,0,-1,-1,10,-1,-1,-1,-1,-1,1,-1,-1,-1
http://linkedin.com/,-1,-1,-1,1,-1,no,2,1,103,100,1,698,0,28,20,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,0,-1,-1,4,-1,-1,-1,-1,1,1,-1,-1,1
http://imageshack.com/f/219/cadir2yr3.jpg,0,-1,-1,-1,-1,no,2,1,211,100,1,183,0,11594,41,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,7,-1,-1,-1,-1,1,1,-1,-1,1
https://doc-08-bc-apps-viewer.googleusercontent.com/viewer/secure/pdf/oeseuikt874lsab1nd951o2hb6vbgqns/gc3s35v5saovjtfmagnbkgq7hc7s50l6/1499021625000/gmail/14638345563091176801/acfrogckzroqd-f0fr1n1piikbhbdczsaeswhrd92dmn5wzd5thhuuygxrynocqta0zj7dtnh-rqoo1oshslabr8-lg9mfwbj4oszzqzwo0ek_ajqeghtrw7vpojjga=?print=true,1,-1,-1,1,-1,no,3,-1,150,N-N,0,69,0,80,316,1,1,1,1,-1,-1,1,-1,1,-1,1,-1,0,1,-1,56,-1,-1,-1,-1,-1,1,-1,-1,-1
http://www.7-zip.org/download.html,1,-1,-1,-1,-1,no,3,-1,200,100,1,63,0,8063,34,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,-1,5,-1,1,-1,-1,1,1,1,-1,-1
http://ebay.com/,-1,-1,-1,1,-1,no,2,1,113,100,1,251,0,40,16,-1,1,1,-1,-1,1,-1,1,-1,-1,1,-1,0,-1,-1,3,-1,-1,-1,-1,1,1,-1,-1,1
https://login.yahoo.com/config/login?.done=https%3a%2f%2fapi.login.yahoo.com%2foauth2%2frequest_auth%3fclient_id%3ddj0yjmk9ntjmmkvmofo3ruvmjmq9wvdrovdxeghvmwx3tjjfbwnhbzlnqs0tjnm9y29uc3vtzxjzzwnyzxqmed01oa--%26redirect_uri%3dhttps%253a%252f%252fwww.flickr.com%252fsignin%252fyahoo%252foauth%252f%253fredir%253dhttps%25253a%25252f%25252fwww.flickr.com%25252f%26response_type%3dcode%26scope%3dopenid%252csdpp-w%26nonce%3ded6f1ac7588e593f8aec7d26fddbf9cb%26.scrumb%3d0&.src=oauth2&.pd=c%3dmzmafpe.2e7wuwzchd2zpyq-%26ockey%4ddu0yjmk9ntjmmkvmofo3ruvmjmq9wvdrovdxeghvmwx3tjjfbwnhbzlnqs0tjnm9y29uc3vtzxjzzwnyzxqmed01oa--&.crumb=pc09eqrivqz&redirect_uri=https%3a%2f%2fwww.flickr.com%2fsignin%2fyahoo%2foauth%2f%3fredir%3dhttps%253a%252f%252fwww.flickr.com%252f,1,-1,1,1,-1,no,1,1,100,100,1,151,0,6,752,-1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,124,-1,-1,-1,-1,1,1,-1,-1,1
http://mobile-free.metulwx.com/mobile/impaye/,1,-1,-1,-1,-1,yes,3,-1,300,N-N,0,500,1,538000,45,1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,0,-1,1,14,-1,-1,1,-1,-1,1,-1,-1,-1
https://www.gulfshield.com/uploads/gallery/mankind/secure/fiscal/manual/mail/login/,1,-1,1,-1,-1,yes,3,1,300,N-N,0,22,0,538000,83,-1,1,1,1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,23,-1,-1,-1,-1,1,1,-1,-1,-1
http://rodritol.com/components/kttm/dropbox/,-1,-1,-1,1,-1,yes,2,1,300,N-N,0,69,0,538000,44,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,9,-1,-1,-1,-1,-1,1,-1,-1,1
https://ecommerce-platforms.com/articles/top-6-ecommerce-platform-reviews-2012-shopify-volusion-bigcommerce-magento-bigcartel-3dcart,1,-1,-1,-1,-1,no,2,-1,126,100,1,254,0,52644,132,-1,1,1,1,-1,-1,1,-1,1,-1,1,-1,0,-1,-1,37,-1,-1,-1,-1,-1,1,-1,-1,1
https://evercoin.com/,-1,-1,-1,-1,-1,no,2,1,205,100,1,297,0,657373,21,-1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,0,-1,-1,5,-1,-1,-1,-1,-1,1,-1,-1,1
http://www.phishtank.com/phish_archive.php,1,-1,-1,-1,-1,no,3,1,200,100,1,362,0,7500,42,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,7,-1,-1,-1,-1,1,1,-1,-1,-1
http://mawar-abdrahim.co.id/kip/spacebox/,1,-1,-1,-1,-1,yes,3,-1,300,N-N,0,69,-1,538000,41,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,11,-1,-1,-1,-1,1,1,-1,-1,-1
http://jovan.soldatovic.org/css/google-manual/f6946ab165caf661256632b7502e7582/,1,-1,-1,1,-1,yes,3,1,300,N-N,0,59,0,538000,79,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,0,-1,-1,16,-1,-1,-1,-1,-1,1,-1,-1,-1
http://www.telesport-tv.com.ar/media/index.htm,1,-1,-1,-1,-1,yes,4,-1,300,N-N,0,69,-1,538000,46,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,10,-1,-1,-1,-1,-1,1,-1,-1,-1
http://pixelpicturescorp.com/,-1,-1,-1,-1,-1,yes,2,1,215,100,1,66,0,538000,29,-1,1,1,-1,-1,1,-1,-1,1,-1,1,-1,0,-1,1,7,-1,-1,-1,-1,-1,1,-1,-1,1
http://puertovarasflyfishing.com/chas,-1,-1,-1,-1,-1,yes,2,1,300,N-N,0,69,-1,538000,37,-1,1,1,-1,-1,1,-1,-1,1,-1,1,-1,0,-1,-1,9,-1,-1,-1,-1,-1,1,-1,-1,1
http://www.ortakhatim.com/mukabele/106_107.htm,1,-1,-1,-1,-1,no,3,1,200,100,1,149,0,1048036,46,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,9,-1,-1,-1,-1,-1,1,-1,-1,-1
http://les-avertis.net/mlec/mlec.php,1,-1,-1,-1,-1,yes,2,-1,300,N-N,0,66,0,538000,36,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,0,-1,-1,7,-1,-1,-1,-1,1,1,-1,-1,1
http://www.rileysbrandhoney.com/online/asb/asb.co.nz/,1,-1,1,-1,-1,yes,3,1,300,N-N,0,85,0,538000,53,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,-1,12,-1,-1,-1,-1,1,1,-1,-1,-1
http://girlsneedhelp.info/docss/file/files/db/file.dropbox/form.php,1,-1,-1,1,-1,yes,2,1,300,N-N,0,12,1,538000,67,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,0,-1,-1,16,-1,-1,-1,-1,1,1,-1,-1,1
http://netflix.com/,-1,-1,-1,1,-1,no,2,1,139,100,1,492,0,26,19,1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,0,-1,1,3,-1,-1,-1,-1,-1,1,-1,-1,1
http://mobile-free.metulwx.com/mobile/impaye/5739e346002526519df9d8623b9c854b/,1,-1,-1,-1,-1,yes,3,-1,300,N-N,0,500,1,538000,78,1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,0,-1,1,15,-1,-1,1,-1,1,1,-1,-1,-1
https://commons.wikimedia.org/wiki/commons:wiki_loves_monuments_2017_in_the_united_states,1,-1,-1,-1,-1,no,3,1,150,N-N,0,50,0,342,89,-1,1,1,1,-1,-1,1,-1,1,1,-1,-1,0,-1,-1,26,-1,-1,-1,-1,1,1,-1,-1,-1
https://jobs.jobvite.com/careers/crowdstrike/job/obgg5fwm?__jvst=jobboard&__jvsd=linkedin,1,-1,-1,1,99,no,3,1,200,100,1,670,0,3970,89,-1,1,1,1,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,19,-1,-1,-1,-1,-1,1,-1,-1,-1
http://log-upgrade-helpdata-isetting-data-us.akunnet.com/up/verification/7na1n7878n0b27m71d15/qes.php,1,-1,1,-1,-1,yes,3,-1,300,N-N,0,69,-1,538000,101,1,1,1,-1,-1,-1,1,-1,1,-1,1,1,0,-1,-1,26,-1,-1,-1,-1,1,1,-1,-1,-1
http://shaktipsyllium.com/tmp,-1,-1,-1,-1,-1,yes,2,1,300,N-N,0,69,-1,538000,29,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,0,-1,-1,5,-1,-1,-1,-1,1,1,-1,-1,1
http://donfraysoftware.com/mits/acceuil/b5ba8f8fcbdb0da038b68623b29d03e4/particulier.html?agricole=_banque-run&secure=5540zef1415405412104ef151511d7f84f5ze1f510eec8bd0e7e7a27f0a5e3559c0fb8e89ab5831aa57e7a27f0a5e3559c0fb8e89ab5831aa5,0,-1,-1,1,-1,yes,2,1,300,N-N,0,69,-1,538000,232,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,52,-1,-1,-1,-1,-1,1,-1,-1,1
http://www.jocuri-kizi.ro/clase/paypal.sirvec.sco.32435456659675897647563543647398758746385475647658746756487/password.php?cmd=/us/cgi-bin/webscr?cmd=_flow&session=pnluc3meh9h4dukhv_v6qjsqgd7zityijq9wuub3cfpg7mo2dssmkjxdg34&dispatch=c70bbe41527861c2b97c3d1f6a850acfdd2fbb19a3d47242b071efa252ac2167e47ebd1fddf0fdac346cbad9c07281a22ed3fc89693dbd0c,1,-1,-1,1,-1,yes,3,-1,300,N-N,0,80,0,538000,345,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,46,-1,-1,-1,-1,-1,1,-1,-1,-1
http://www.hbrumenterprises.ca/log/doc/td%20fud/234c59b12081201f68dea1f6044a68ba/confirm.html,1,-1,1,-1,-1,yes,3,1,300,N-N,0,84,0,538000,93,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,15,-1,-1,-1,-1,-1,1,-1,-1,-1
http://tslimpact.com/wp-includes/js/tinymce/skins/lightgray/fonts/default/b46811ee5e6cff02d935d40d6b6fb09c/,-1,-1,-1,-1,-1,yes,2,1,300,N-N,0,69,-1,538000,107,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,18,-1,-1,-1,-1,-1,1,-1,-1,1
http://tcrn.ch/2flekws,-1,-1,-1,-1,-1,no,2,1,150,N-N,0,79,0,7325068,22,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1
http://gulfshield.com/uploads/gallery/mankind/secure/fiscal/manual/mail/login,-1,-1,1,-1,-1,yes,2,1,300,N-N,0,22,0,538000,77,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,23,-1,-1,-1,-1,1,1,-1,-1,1
http://www.businessinsider.com/the-most-famous-band-from-every-state-2016-11,1,-1,1,-1,-1,no,3,1,200,100,1,790,0,305,76,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,18,-1,-1,-1,-1,-1,1,-1,-1,-1
http://www.etohumsf.com/home.html?utm_expid=84652692-7.31gnzqcytk2cuv8b5rgr-a.3&lipi=urn%3ali%3apage%3ad_flagship3_messaging%3br2shzpk2t6%2bdhcskeatyjw%3d%3d,1,-1,-1,-1,-1,no,3,1,240,100,1,185,0,19171314,157,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,27,-1,-1,-1,-1,1,1,-1,-1,-1
http://loginid.facebook.weekendtime.com.au/usa/,1,-1,1,1,-1,yes,5,1,300,N-N,0,69,-1,538000,47,-1,1,1,-1,-1,-1,1,-1,1,-1,-1,-1,0,-1,-1,17,-1,-1,-1,-1,1,1,-1,1,-1
http://www.ourhypnospace.com/tmp/home/home/index.php,1,-1,-1,-1,-1,yes,3,1,300,N-N,0,69,-1,538000,52,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,12,-1,-1,-1,-1,1,1,-1,-1,-1
http://ghdbfdfg.ia-waziri.com/hand/,1,-1,-1,-1,-1,yes,3,-1,300,N-N,0,128,1,538000,35,-1,1,1,-1,-1,1,-1,-1,1,-1,1,-1,0,-1,-1,7,-1,-1,-1,-1,-1,1,-1,-1,-1
http://kotu.it/media/document/view.htm,0,-1,-1,-1,-1,yes,2,1,294,100,1,190,1,538000,38,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,0,-1,-1,11,-1,-1,-1,-1,-1,1,-1,-1,1
http://www.mathworks.com/videos/machine-learning-with-matlab-87051.html?s_eid=psm_da,1,-1,-1,-1,-1,no,3,1,177,100,1,423,0,1195,84,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,18,-1,-1,-1,-1,-1,1,-1,-1,-1
https://en.wikipedia.org/wiki/devlet_bah%c3%a7eli,1,-1,-1,-1,-1,no,3,1,150,N-N,0,50,0,5,49,-1,1,1,1,-1,-1,1,-1,-1,1,-1,-1,0,-1,-1,15,-1,-1,-1,-1,-1,1,-1,-1,-1
http://www.farhatguitar.com/paginasiframes/canciones%20videos/metallica/nothing%20else%20matters1/pdf/nothing_else_matters_tab.pdf,1,-1,-1,1,-1,no,3,1,150,N-N,0,253,-1,1466393,130,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,36,-1,-1,-1,-1,1,1,-1,-1,-1
http://haber.sol.org.tr/dunya/abdden-onemli-misir-karari-207146,1,-1,-1,-1,-1,no,4,1,195,N-N,1,170,0,30778,63,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,16,-1,-1,-1,-1,1,1,1,-1,-1
http://ovodfurnituremakers.com/wp-yahoo/t/y1.html,-1,-1,-1,1,-1,yes,2,1,300,N-N,0,69,-1,538000,49,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,0,-1,-1,12,-1,-1,-1,-1,-1,1,-1,-1,1
http://kochsfarmservice.com/form-manager/hooks/account.htm,0,-1,1,-1,-1,yes,2,1,300,N-N,0,175,1,538000,58,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,15,-1,-1,-1,-1,-1,1,-1,-1,1
http://www.ito.org.tr/wps/portal,1,-1,-1,-1,-1,no,4,1,199,100,1,227,0,87830,32,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,5,-1,-1,-1,-1,-1,1,-1,-1,-1
http://www.confirmation-pages61549.com/verification17/payment-update-01.html?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,1,-1,1,-1,99,yes,3,-1,300,N-N,0,69,-1,538000,144,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,38,-1,-1,-1,-1,1,1,-1,-1,-1
http://parkerplacement.co.za/wp-admin/maint/identify.php,0,-1,1,-1,-1,yes,3,1,130,100,1,69,-1,538000,56,1,1,1,-1,-1,-1,1,-1,1,-1,-1,1,0,-1,-1,14,-1,-1,-1,-1,-1,1,-1,-1,-1
http://ddarko.org/,-1,-1,-1,-1,-1,no,2,1,1,100,1,253,-1,7500,18,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,-1,0,-1,-1,3,-1,-1,-1,-1,-1,1,-1,-1,1
http://mateos.pl/bomiko_s/ajax/grid/fd/adeb/adobe.php,0,-1,-1,1,-1,yes,2,1,300,N-N,0,323,1,538000,53,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,0,-1,-1,14,-1,-1,-1,-1,-1,1,-1,-1,1
http://bit.ly/2qczflx,-1,-1,-1,-1,-1,yes,2,1,300,N-N,0,321,0,12421,21,1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,1
https://forms.hubspot.com/uploads/form/v2/2255223/bb1e9855-564e-4435-8fdd-6e83398716a4,1,-1,-1,1,-1,no,3,1,150,N-N,0,360,0,697,86,1,1,1,1,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,12,-1,-1,-1,-1,1,1,-1,-1,-1
http://www.ssbinterviewcoaching.com/at/at/indexxatt.htm,1,-1,-1,1,-1,yes,3,1,300,100,1,69,-1,538000,55,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,-1,13,-1,-1,-1,-1,-1,1,-1,-1,-1
http://ournepal.info/wordpress/wp-admin/natwest/natinfo.htm,1,-1,1,1,-1,yes,2,1,300,N-N,0,69,-1,16789007,59,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,15,-1,-1,-1,-1,-1,1,-1,-1,1
http://castlerealty.net/pdf_document/drive/input/input/google/oods/oods/oods/oods/gdoc/filewords/index.php,0,-1,-1,1,-1,yes,2,1,300,N-N,0,34,1,538000,106,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,0,-1,-1,31,-1,-1,-1,-1,-1,1,-1,-1,1
http://ebay.net.ua/catalog/show/300536646261,-1,-1,-1,1,-1,yes,3,1,221,100,1,69,-1,538000,44,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,9,-1,-1,-1,-1,-1,1,-1,-1,-1
http://untroubled.org/spam/,-1,-1,-1,-1,-1,no,2,1,200,N-N,1,34,0,904682,27,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,-1,0,-1,-1,6,-1,-1,-1,-1,-1,1,-1,-1,1
http://www.unidoors-torg.by/image/wells/wellsfargo/clients/confirm.html,1,-1,1,-1,-1,yes,3,-1,300,N-N,0,367,1,538000,71,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,16,-1,-1,-1,-1,1,1,-1,-1,-1
http://bharatlitho.com/secure.bharatlitho.com/v3/wellsfargo-login-error.html,0,-1,1,-1,-1,yes,2,1,300,N-N,0,303,1,538000,76,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,20,-1,-1,-1,-1,1,1,-1,-1,1
