,0,,,,,,,,,,,URL Small,URL Medium,URL Large,Small Domain,Large Domain,ORG Domain,COM Domain,Has PHP Pages,Is Palindrome,Numbers in Domain,X Domain,Vowels in URL,Deal in URL,Download in URL,Free in URL,BJKT in URL,URL is Happy,Just Why,Rar or Zip in URL,Large number of Subdomains,Small number of Subdomains
10,https://customer.xfinity.com/#/billing,,,,,,,,,,,-1,1,-1,-1,-1,-1,1,-1,0,-1,1,8,-1,-1,-1,-1,-1,1,-1,-1,-1
11,https://doc-0g-3k-docs.googleusercontent.com/docs/securesc/kumn1m6dungjar1r06h634l1i8hrpmuo/02q0u6hrk6sjfth3gf0nvns8o1opdrnv/1504346400000/17293357445702437972/17293357445702437972/0b6vksvkknm_8zmi5cdf4cunxdk0?e=download,,,,,,,,,,,-1,-1,1,-1,1,-1,1,-1,0,1,-1,29,-1,1,-1,-1,1,1,-1,-1,-1
12,https://info5188fb900177e.000webhostapp.com/payment-update-0.html?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,,,,,,,,,,,-1,-1,1,-1,1,-1,1,-1,0,1,-1,31,-1,-1,-1,-1,1,1,-1,-1,-1
13,http://www.hbrumenterprises.ca/log/doc/td%20fud/234c59b12081201f68dea1f6044a68ba/confirm.html,,,,,,,,,,,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,15,-1,-1,-1,-1,1,1,-1,-1,-1
14,https://www.upwork.com/ab/feed/topics/rss?securitytoken=b664a5c73cf898d4a27ede4fefb73f5c3d4c60c1c73e174ff71bb186d2beaf0e1d8f7fca25bfe8f30b90469c6a45cdfa7cf42f9e3de9314ff342a36326c9633b&useruid=689884142989217792&orguid=689884142997606401,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,36,-1,-1,-1,-1,1,1,-1,-1,-1
15,http://www.exalto-emirates.com/%20/img/dropbox%20sign/dropbox/ccc323f133a254af15bdec2192d7b9fa/,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,18,-1,-1,-1,-1,-1,1,-1,-1,-1
16,http://fearlesssecurity.com/,,,,,,,,,,,-1,1,-1,-1,-1,-1,1,-1,0,-1,-1,7,-1,-1,-1,-1,-1,1,-1,-1,1
17,http://www.manaveeyamnews.com/gatt/gd/pi/e3f1d8621cd75195f55b18d3f7f66ad4/,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,11,-1,-1,-1,-1,1,1,-1,-1,-1
18,https://foursquare.com/email_unsubscribe?messagetype=swarm_keep_in_the_know&ref=eo-blast_2017_mktg_wk23_swlapsed_iphone-593708880fe7a03b8e88468c&ts=1496779552530&userid=85455436&sig=klt%2bkhvtrq6gpiq%2bbnm9dckpqx8%3d,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,40,-1,-1,-1,-1,-1,1,-1,-1,1
19,http://www.adrianofreschi.com/wp-admin/network/update/cn/ug/0a11740b7368208c2e87e808b3b37957/,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,18,-1,-1,-1,-1,-1,1,-1,-1,-1
20,http://www.idolhairsalon.com/google/free/free2017cadeau/abonne/61e801b75c28aaa148e8953b14eea4f6/,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,29,-1,-1,1,-1,1,1,-1,-1,-1
21,https://www.gettingpaidtopayattention.com/dl/8ac809f7440c23a2f670e5288c3769d5/billing.php?cmd=_account-details&session=fbdc7e570f05ec1569d192eb255aaad8&dispatch=e1b3c41c1c562815cf96a1b6e1f7cad82f3fea7a,,,,,,,,,,,-1,-1,1,-1,1,-1,1,1,1,-1,-1,40,-1,-1,-1,-1,-1,1,-1,-1,-1
22,http://charlestodd.com/wp-includes/excelnew/49fc9e55113a29906eb3d1b8d151f1a2/login.php?cmd=login_submit&id=b5ded9d063fb6f81e5ec5c9b332831c2b5ded9d063fb6f81e5ec5c9b332831c2&session=b5ded9d063fb6f81e5ec5c9b332831c2b5ded9d063fb6f81e5ec5c9b332831c2,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,1,0,-1,-1,36,-1,-1,-1,-1,-1,1,-1,-1,1
23,https://app.gethappie.me/at/saleshood/product-manager.1224/,,,,,,,,,,,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,16,-1,-1,-1,-1,1,1,-1,-1,-1
24,http://www.myhealthcarepharmacy.ca/wp-includes/js/jquery/ini.php,,,,,,,,,,,-1,-1,1,-1,1,-1,-1,1,1,-1,-1,14,-1,-1,-1,-1,-1,1,-1,-1,-1
25,http://code.google.com/p/pylevenshtein/,,,,,,,,,,,-1,1,-1,-1,-1,-1,1,-1,0,-1,-1,10,-1,-1,-1,-1,-1,1,-1,-1,-1
26,http://linkedin.com/,,,,,,,,,,,-1,1,-1,-1,-1,-1,1,-1,0,-1,-1,4,-1,-1,-1,-1,1,1,-1,-1,1
27,http://imageshack.com/f/219/cadir2yr3.jpg,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,7,-1,-1,-1,-1,1,1,-1,-1,1
28,https://doc-08-bc-apps-viewer.googleusercontent.com/viewer/secure/pdf/oeseuikt874lsab1nd951o2hb6vbgqns/gc3s35v5saovjtfmagnbkgq7hc7s50l6/1499021625000/gmail/14638345563091176801/acfrogckzroqd-f0fr1n1piikbhbdczsaeswhrd92dmn5wzd5thhuuygxrynocqta0zj7dtnh-rqoo1oshslabr8-lg9mfwbj4oszzqzwo0ek_ajqeghtrw7vpojjga=?print=true,,,,,,,,,,,-1,-1,1,-1,1,-1,1,-1,0,1,-1,56,-1,-1,-1,-1,-1,1,-1,-1,-1
29,http://www.7-zip.org/download.html,,,,,,,,,,,-1,1,-1,-1,-1,1,-1,-1,1,1,-1,5,-1,1,-1,-1,1,1,1,-1,-1
30,http://ebay.com/,,,,,,,,,,,-1,1,-1,1,-1,-1,1,-1,0,-1,-1,3,-1,-1,-1,-1,1,1,-1,-1,1
31,https://login.yahoo.com/config/login?.done=https%3a%2f%2fapi.login.yahoo.com%2foauth2%2frequest_auth%3fclient_id%3ddj0yjmk9ntjmmkvmofo3ruvmjmq9wvdrovdxeghvmwx3tjjfbwnhbzlnqs0tjnm9y29uc3vtzxjzzwnyzxqmed01oa--%26redirect_uri%3dhttps%253a%252f%252fwww.flickr.com%252fsignin%252fyahoo%252foauth%252f%253fredir%253dhttps%25253a%25252f%25252fwww.flickr.com%25252f%26response_type%3dcode%26scope%3dopenid%252csdpp-w%26nonce%3ded6f1ac7588e593f8aec7d26fddbf9cb%26.scrumb%3d0&.src=oauth2&.pd=c%3dmzmafpe.2e7wuwzchd2zpyq-%26ockey%4ddu0yjmk9ntjmmkvmofo3ruvmjmq9wvdrovdxeghvmwx3tjjfbwnhbzlnqs0tjnm9y29uc3vtzxjzzwnyzxqmed01oa--&.crumb=pc09eqrivqz&redirect_uri=https%3a%2f%2fwww.flickr.com%2fsignin%2fyahoo%2foauth%2f%3fredir%3dhttps%253a%252f%252fwww.flickr.com%252f,,,,,,,,,,,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,124,-1,-1,-1,-1,1,1,-1,-1,1
32,http://mobile-free.metulwx.com/mobile/impaye/,,,,,,,,,,,-1,-1,1,-1,1,-1,1,-1,0,-1,1,14,-1,-1,1,-1,-1,1,-1,-1,-1
33,https://www.gulfshield.com/uploads/gallery/mankind/secure/fiscal/manual/mail/login/,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,23,-1,-1,-1,-1,1,1,-1,-1,-1
34,http://rodritol.com/components/kttm/dropbox/,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,9,-1,-1,-1,-1,-1,1,-1,-1,1
35,https://ecommerce-platforms.com/articles/top-6-ecommerce-platform-reviews-2012-shopify-volusion-bigcommerce-magento-bigcartel-3dcart,,,,,,,,,,,-1,-1,1,-1,1,-1,1,-1,0,-1,-1,37,-1,-1,-1,-1,-1,1,-1,-1,1
36,https://evercoin.com/,,,,,,,,,,,-1,1,-1,-1,-1,-1,1,-1,0,-1,-1,5,-1,-1,-1,-1,-1,1,-1,-1,1
37,http://www.phishtank.com/phish_archive.php,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,7,-1,-1,-1,-1,1,1,-1,-1,-1
38,http://mawar-abdrahim.co.id/kip/spacebox/,,,,,,,,,,,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,11,-1,-1,-1,-1,1,1,-1,-1,-1
39,http://jovan.soldatovic.org/css/google-manual/f6946ab165caf661256632b7502e7582/,,,,,,,,,,,-1,-1,1,-1,-1,1,-1,-1,0,-1,-1,16,-1,-1,-1,-1,-1,1,-1,-1,-1
40,http://www.telesport-tv.com.ar/media/index.htm,,,,,,,,,,,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,10,-1,-1,-1,-1,-1,1,-1,-1,-1
41,http://pixelpicturescorp.com/,,,,,,,,,,,-1,1,-1,-1,1,-1,1,-1,0,-1,1,7,-1,-1,-1,-1,-1,1,-1,-1,1
42,http://puertovarasflyfishing.com/chas,,,,,,,,,,,-1,1,-1,-1,1,-1,1,-1,0,-1,-1,9,-1,-1,-1,-1,-1,1,-1,-1,1
43,http://www.ortakhatim.com/mukabele/106_107.htm,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,9,-1,-1,-1,-1,-1,1,-1,-1,-1
44,http://les-avertis.net/mlec/mlec.php,,,,,,,,,,,-1,1,-1,-1,-1,-1,-1,1,0,-1,-1,7,-1,-1,-1,-1,1,1,-1,-1,1
45,http://www.rileysbrandhoney.com/online/asb/asb.co.nz/,,,,,,,,,,,-1,-1,1,-1,1,-1,1,-1,1,-1,-1,12,-1,-1,-1,-1,1,1,-1,-1,-1
46,http://girlsneedhelp.info/docss/file/files/db/file.dropbox/form.php,,,,,,,,,,,-1,-1,1,-1,-1,-1,-1,1,0,-1,-1,16,-1,-1,-1,-1,1,1,-1,-1,1
47,http://netflix.com/,,,,,,,,,,,-1,1,-1,-1,-1,-1,1,-1,0,-1,1,3,-1,-1,-1,-1,-1,1,-1,-1,1
48,http://mobile-free.metulwx.com/mobile/impaye/5739e346002526519df9d8623b9c854b/,,,,,,,,,,,-1,-1,1,-1,1,-1,1,-1,0,-1,1,15,-1,-1,1,-1,1,1,-1,-1,-1
49,https://commons.wikimedia.org/wiki/commons:wiki_loves_monuments_2017_in_the_united_states,,,,,,,,,,,-1,-1,1,-1,1,1,-1,-1,0,-1,-1,26,-1,-1,-1,-1,1,1,-1,-1,-1
50,https://jobs.jobvite.com/careers/crowdstrike/job/obgg5fwm?__jvst=jobboard&__jvsd=linkedin,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,19,-1,-1,-1,-1,-1,1,-1,-1,-1
51,http://log-upgrade-helpdata-isetting-data-us.akunnet.com/up/verification/7na1n7878n0b27m71d15/qes.php,,,,,,,,,,,-1,-1,1,-1,1,-1,1,1,0,-1,-1,26,-1,-1,-1,-1,1,1,-1,-1,-1
52,http://shaktipsyllium.com/tmp,,,,,,,,,,,-1,1,-1,-1,-1,-1,1,-1,0,-1,-1,5,-1,-1,-1,-1,1,1,-1,-1,1
53,http://donfraysoftware.com/mits/acceuil/b5ba8f8fcbdb0da038b68623b29d03e4/particulier.html?agricole=_banque-run&secure=5540zef1415405412104ef151511d7f84f5ze1f510eec8bd0e7e7a27f0a5e3559c0fb8e89ab5831aa57e7a27f0a5e3559c0fb8e89ab5831aa5,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,52,-1,-1,-1,-1,-1,1,-1,-1,1
54,http://www.jocuri-kizi.ro/clase/paypal.sirvec.sco.32435456659675897647563543647398758746385475647658746756487/password.php?cmd=/us/cgi-bin/webscr?cmd=_flow&session=pnluc3meh9h4dukhv_v6qjsqgd7zityijq9wuub3cfpg7mo2dssmkjxdg34&dispatch=c70bbe41527861c2b97c3d1f6a850acfdd2fbb19a3d47242b071efa252ac2167e47ebd1fddf0fdac346cbad9c07281a22ed3fc89693dbd0c,,,,,,,,,,,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,46,-1,-1,-1,-1,-1,1,-1,-1,-1
55,http://www.hbrumenterprises.ca/log/doc/td%20fud/234c59b12081201f68dea1f6044a68ba/confirm.html,,,,,,,,,,,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,15,-1,-1,-1,-1,-1,1,-1,-1,-1
56,http://tslimpact.com/wp-includes/js/tinymce/skins/lightgray/fonts/default/b46811ee5e6cff02d935d40d6b6fb09c/,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,18,-1,-1,-1,-1,-1,1,-1,-1,1
57,http://tcrn.ch/2flekws,,,,,,,,,,,-1,1,-1,1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1
58,http://gulfshield.com/uploads/gallery/mankind/secure/fiscal/manual/mail/login,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,23,-1,-1,-1,-1,1,1,-1,-1,1
59,http://www.businessinsider.com/the-most-famous-band-from-every-state-2016-11,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,18,-1,-1,-1,-1,-1,1,-1,-1,-1
60,http://www.etohumsf.com/home.html?utm_expid=84652692-7.31gnzqcytk2cuv8b5rgr-a.3&lipi=urn%3ali%3apage%3ad_flagship3_messaging%3br2shzpk2t6%2bdhcskeatyjw%3d%3d,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,27,-1,-1,-1,-1,1,1,-1,-1,-1
61,http://loginid.facebook.weekendtime.com.au/usa/,,,,,,,,,,,-1,-1,1,-1,1,-1,-1,-1,0,-1,-1,17,-1,-1,-1,-1,1,1,-1,1,-1
62,http://www.ourhypnospace.com/tmp/home/home/index.php,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,12,-1,-1,-1,-1,1,1,-1,-1,-1
63,http://ghdbfdfg.ia-waziri.com/hand/,,,,,,,,,,,-1,1,-1,-1,1,-1,1,-1,0,-1,-1,7,-1,-1,-1,-1,-1,1,-1,-1,-1
64,http://kotu.it/media/document/view.htm,,,,,,,,,,,-1,1,-1,1,-1,-1,-1,-1,0,-1,-1,11,-1,-1,-1,-1,-1,1,-1,-1,1
65,http://www.mathworks.com/videos/machine-learning-with-matlab-87051.html?s_eid=psm_da,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,18,-1,-1,-1,-1,-1,1,-1,-1,-1
66,https://en.wikipedia.org/wiki/devlet_bah%c3%a7eli,,,,,,,,,,,-1,-1,1,-1,-1,1,-1,-1,0,-1,-1,15,-1,-1,-1,-1,-1,1,-1,-1,-1
67,http://www.farhatguitar.com/paginasiframes/canciones%20videos/metallica/nothing%20else%20matters1/pdf/nothing_else_matters_tab.pdf,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,36,-1,-1,-1,-1,1,1,-1,-1,-1
68,http://haber.sol.org.tr/dunya/abdden-onemli-misir-karari-207146,,,,,,,,,,,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,16,-1,-1,-1,-1,1,1,1,-1,-1
69,http://ovodfurnituremakers.com/wp-yahoo/t/y1.html,,,,,,,,,,,-1,-1,1,-1,1,-1,1,-1,0,-1,-1,12,-1,-1,-1,-1,-1,1,-1,-1,1
70,http://kochsfarmservice.com/form-manager/hooks/account.htm,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,15,-1,-1,-1,-1,-1,1,-1,-1,1
71,http://www.ito.org.tr/wps/portal,,,,,,,,,,,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,5,-1,-1,-1,-1,-1,1,-1,-1,-1
72,http://www.confirmation-pages61549.com/verification17/payment-update-01.html?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,,,,,,,,,,,-1,-1,1,-1,1,-1,1,-1,1,1,-1,38,-1,-1,-1,-1,1,1,-1,-1,-1
73,http://parkerplacement.co.za/wp-admin/maint/identify.php,,,,,,,,,,,-1,-1,1,-1,1,-1,-1,1,0,-1,-1,14,-1,-1,-1,-1,-1,1,-1,-1,-1
74,http://ddarko.org/,,,,,,,,,,,-1,1,-1,-1,-1,1,-1,-1,0,-1,-1,3,-1,-1,-1,-1,-1,1,-1,-1,1
75,http://mateos.pl/bomiko_s/ajax/grid/fd/adeb/adobe.php,,,,,,,,,,,-1,-1,1,1,-1,-1,-1,1,0,-1,-1,14,-1,-1,-1,-1,-1,1,-1,-1,1
76,http://bit.ly/2qczflx,,,,,,,,,,,-1,1,-1,1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,1
77,https://forms.hubspot.com/uploads/form/v2/2255223/bb1e9855-564e-4435-8fdd-6e83398716a4,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,12,-1,-1,-1,-1,1,1,-1,-1,-1
78,http://www.ssbinterviewcoaching.com/at/at/indexxatt.htm,,,,,,,,,,,-1,-1,1,-1,1,-1,1,-1,1,-1,-1,13,-1,-1,-1,-1,-1,1,-1,-1,-1
79,http://ournepal.info/wordpress/wp-admin/natwest/natinfo.htm,,,,,,,,,,,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,15,-1,-1,-1,-1,-1,1,-1,-1,1
80,http://castlerealty.net/pdf_document/drive/input/input/google/oods/oods/oods/oods/gdoc/filewords/index.php,,,,,,,,,,,-1,-1,1,-1,-1,-1,-1,1,0,-1,-1,31,-1,-1,-1,-1,-1,1,-1,-1,1
81,http://ebay.net.ua/catalog/show/300536646261,,,,,,,,,,,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,9,-1,-1,-1,-1,-1,1,-1,-1,-1
82,http://untroubled.org/spam/,,,,,,,,,,,-1,1,-1,-1,-1,1,-1,-1,0,-1,-1,6,-1,-1,-1,-1,-1,1,-1,-1,1
83,http://www.unidoors-torg.by/image/wells/wellsfargo/clients/confirm.html,,,,,,,,,,,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,16,-1,-1,-1,-1,1,1,-1,-1,-1
84,http://bharatlitho.com/secure.bharatlitho.com/v3/wellsfargo-login-error.html,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,20,-1,-1,-1,-1,1,1,-1,-1,1
85,"http://floksi.ru/svc/ad0f629b0fa7b0fc8aafc81f0e83a299/?.verify?service=mail&base64,pgh0bww%20dqo8c3r5bgu%20igjvzhkgeybtyxjnaw46ida7ig92zxjmbg93oiboawrkzw47ih0gpc9zdhlszt4nciagpglmcmft=&charset=utf-8&data:text/html=&login=",,,,,,,,,,,-1,-1,1,1,-1,-1,-1,-1,0,-1,-1,41,-1,-1,-1,-1,1,1,-1,-1,1
86,http://craftingforwellness.org/web/mpp/update/websc-carding.php,,,,,,,,,,,-1,-1,1,-1,1,1,-1,1,0,-1,-1,13,-1,-1,-1,-1,-1,1,-1,-1,1
87,https://cofounderslab.com/notification/593efcd668161c8f318b4567,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,13,-1,-1,-1,-1,-1,1,-1,-1,1
88,http://www.hurriyet.com.tr/yazarlar/abdulkadir-selvi/1-mart-tutanaklari-aciklansin-cagrisi-40591464,,,,,,,,,,,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,26,-1,-1,-1,-1,-1,1,-1,-1,-1
89,https://cvlc-victoria.org/wells/wellsfargo/confirmsecurity.html,,,,,,,,,,,-1,-1,1,-1,-1,1,-1,-1,0,-1,-1,14,-1,-1,-1,-1,-1,1,-1,-1,1
90,http://www.gulfshield.com/uploads/banners/dss/robert/secure/checker/mail/115989a6ad2727c39158c57fb2d71536/,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,20,-1,-1,-1,-1,1,1,-1,-1,-1
91,http://signin.amazon.co.uk-prime.form-unsuscribe.id-6554.naturalsoap.com.au/id/ap/,,,,,,,,,,,-1,-1,1,-1,1,-1,-1,-1,0,1,-1,25,-1,-1,-1,-1,1,1,-1,1,-1
92,http://barenthi-wertisob.tk/main/index.html,,,,,,,,,,,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,10,-1,-1,-1,-1,-1,1,-1,-1,1
93,http://org.coloradomesa.edu/~rbasnet/research/detectionofphishingattacks.pdf,,,,,,,,,,,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,23,-1,-1,-1,-1,1,1,-1,-1,-1
94,http://fifththirdonlinebankingservice.capacreativeacademypa.com.au/9c5fee52da739542730b967bb35d8c21/confrm.html,,,,,,,,,,,-1,-1,1,-1,1,-1,-1,-1,0,-1,-1,27,-1,-1,-1,-1,-1,1,-1,-1,-1
95,http://www.caltrain.com/schedules/weekdaytimetable.html,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,14,-1,-1,-1,-1,-1,1,-1,-1,-1
96,http://generalvladimir.ru/wp-admin/ooomaksim/loginxfinity-www.html?info=4624g80a13c0db1f8e263663d3faee8d195a86e1d217942f7415cf1b4a661698,,,,,,,,,,,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,28,-1,-1,-1,-1,1,1,-1,-1,1
97,http://www.alindad.altervista.org/773/index.php,,,,,,,,,,,-1,-1,1,-1,1,1,-1,1,1,-1,-1,10,-1,-1,-1,-1,1,1,-1,-1,-1
98,http://www.musemagazine.it/wp-content/uploads/2017/02/x120-1400x913.jpg.pagespeed.ic.2jibtl4iz7.jpg,,,,,,,,,,,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,19,-1,-1,-1,-1,-1,1,-1,-1,-1
99,http://juliepagemakeup.com/cm.php,,,,,,,,,,,-1,1,-1,-1,-1,-1,1,1,0,-1,-1,9,-1,-1,-1,-1,-1,1,-1,-1,1
100,http://timelinefilmscreation.com/fundx/att/attiinnddeexx.php,,,,,,,,,,,-1,-1,1,-1,1,-1,1,1,0,-1,-1,17,-1,-1,-1,-1,1,1,-1,-1,1
101,http://www.evliligim.com/hukuksal-evlilik-planlama/yurtdisinda-evlilik.html,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,21,-1,-1,-1,-1,-1,1,-1,-1,-1
102,http://facebook.com/,,,,,,,,,,,-1,1,-1,-1,-1,-1,1,-1,0,-1,-1,5,-1,-1,-1,-1,-1,1,-1,-1,1
103,https://accounts.google.com/accountchooser?service=wise&continue=https://drive.google.com/drive/u/4/folders/0b9vgvlmdlkieuuviv3gtvhbasg8&followup=https://drive.google.com/drive/u/4/folders/0b9vgvlmdlkieuuviv3gtvhbasg8&hl=en-us,,,,,,,,,,,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,61,-1,-1,-1,-1,-1,1,-1,-1,-1
104,http://www.apostille.net/state-of-california-apostille.html,,,,,,,,,,,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,17,-1,-1,-1,-1,-1,1,-1,-1,-1
105,https://clarity.fm/questions/838/answers/2444,,,,,,,,,,,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,8,-1,-1,-1,-1,-1,1,-1,-1,1
106,http://www.mlsecproject.org/,,,,,,,,,,,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,4,-1,-1,-1,-1,-1,1,-1,-1,-1
107,http://tracking.content-recommendation.net/hurriyet.com.tr/click.html?category=hurriyet.com.tr&destination=hurriyet.com.tr%24text%246be15fe6883e1914f443b45fed18416104ab59ddf19252f6bd5d30909c70b1a8&destination_url=http%3a%2f%2fwww.hurriyet.com.tr%2fbenim-babam-iskenceci-polisti-40497263&source=hurriyet.com.tr%24text%248bfceee837b63a8a17810e93dc3df8a7aac998cf6ce5711024f42aa335b5fc73&type=semantic&url=http%3a%2f%2fwww.hurriyet.com.tr%2fdemirtas-mahkemeye-cikmayi-reddetti-40512469&widget=ra2aw2,,,,,,,,,,,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,108,-1,-1,-1,-1,1,1,-1,-1,1
108,https://ankiweb.net/study/,,,,,,,,,,,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,5,-1,-1,-1,-1,-1,1,-1,-1,1
109,http://www.confirmation-pages61549.com/verification17/recovery-chekpoint-login-1.html?=10065877425?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,,,,,,,,,,,-1,-1,1,-1,1,-1,1,-1,1,1,-1,41,-1,-1,-1,-1,-1,1,-1,-1,-1
110,http://www.scuolasci-dolomiti.it/includes/usaa/verification/17d79m1382ccb69539m0/question.php,,,,,,,,,,,-1,-1,1,-1,1,-1,-1,1,1,-1,-1,25,-1,-1,-1,-1,1,1,-1,-1,-1
111,http://tmsf.gov.tr/,,,,,,,,,,,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1
